,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
8327,105  -  PARQUE SAAVEDRA,396  -  PLAZA ALBERTI,820,-34.5521,-58.4805,-34.55571,-58.45789,2.109159921642633
8328,150  -  RODRIGO BUENO,137  -  AZOPARDO Y CHILE,407,-34.6192,-58.3556,-34.6157,-58.3676,1.1650379021459008
8330,160  -  GODOY CRUZ Y LIBERTADOR,255  -  BARRANCAS DE BELGRANO,1147,-34.5728,-58.4207,-34.5599,-58.4482,2.8979559406682087
8331,117  -  HUMBERTO 1°,147  -  CONSTITUCION,476,-34.6199,-58.3742,-34.6261,-58.3793,0.8325033084406108
8332,025  -  PLAZA GUEMES,050  -  HOSPITAL RIVADAVIA,512,-34.5898,-58.4166,-34.5836,-58.4012,1.5693068938149715
8334,184  -  PEDRO ECHAGUE,146  -  HOSPITAL FRANCES,768,-34.6307,-58.3912,-34.6222,-58.4077,1.7811900968825651
8335,137  -  AZOPARDO Y CHILE,114  -  DELLA PAOLERA,1183,-34.6157,-58.3676,-34.5949,-58.3724,2.354206527518621
8336,135  -  MARCELO T. DE ALVEAR,130  -  RETIRO II,303,-34.5975,-58.3784,-34.5927,-58.375,0.6178421038940474
8337,044  -  ECOPARQUE,044  -  ECOPARQUE,113,-34.5758,-58.4143,-34.5758,-58.4143,0.0
8338,274  -  GAVILAN,352  -  SAN JOSE DE FLORES,799,-34.615,-58.4666,-34.6289,-58.4627,1.5862732462506226
8339,124  -  UGARTECHE,292  -  PLAZA BOLIVIA,862,-34.5807,-58.4125,-34.5635,-58.4367,2.927002266191255
8340,058  -  MINISTRO CARRANZA,290  -  CLUB EXCURSIONISTAS,778,-34.5749,-58.4353,-34.5581,-58.4433,2.0065628882676374
8341,058  -  MINISTRO CARRANZA,104  -  FEDERICO LACROZE,901,-34.5749,-58.4353,-34.5876,-58.4551,2.297831742638339
8342,012  -  PLAZA VICENTE LOPEZ,178  -  JOSE MARMOL,2468,-34.5928,-58.3888,-34.6234,-58.4249,4.742671762720843
8343,272  -  PLAZA BRUNO GIORDANO,188  -  ARANGUREN,565,-34.6159,-58.4407,-34.6104,-58.4328,0.9469390328413371
8344,328  -  SARMIENTO II,174  -  MINISTERIO DE EDUCACION,390,-34.6058,-58.3958,-34.5972,-58.3918,1.0239625828066052
8345,066  -  BILLINGHURST,025  -  PLAZA GUEMES,331,-34.5947,-58.4139,-34.5898,-58.4166,0.5982895352242322
8346,145  -  RAVIGNANI,015  -  AMENABAR,1188,-34.5803,-58.4378,-34.5719,-58.4475,1.288843175008996
8347,223  -  GAINZA,285  -  ESPINOSA,443,-34.6168,-58.4467,-34.604,-58.4572,1.7173103785964774
8348,062  -  PARQUE ONEGA,098  -  BENITO JUAREZ,1081,-34.5932,-58.5138,-34.619,-58.5047,2.9872759885597095
8349,288  -  SECRETARIA DE DEPORTES,248  -  HUSARES,555,-34.5472,-58.4564,-34.5524,-58.443,1.3566169440768026
8350,016  -  LEGISLATURA,399  -  GARCIA DEL RIO,4130,-34.6099,-58.375,-34.55024,-58.4771,11.46214111815778
8351,270  -  PLAZA DEL ANGEL GRIS,285  -  ESPINOSA,1320,-34.6218,-58.4577,-34.604,-58.4572,1.9797985358598391
8352,111  -  MACACHA GUEMES,111  -  MACACHA GUEMES,90,-34.6048,-58.3639,-34.6048,-58.3639,0.0
8353,345  -  PLAZA MAFALDA,260  -  SAN MIGUEL DE GARICOITS,540,-34.5809,-58.4446,-34.5772,-58.4576,1.2592760242142105
8354,113  -  GUATEMALA,001  -  FACULTAD DE DERECHO,1123,-34.5857,-58.4251,-34.5842,-58.3905,3.171851321230543
8355,251  -  SOLAR DE LA ABADIA,344  -  UNIVERSIDAD DI TELLA,980,-34.5675,-58.437,-34.5481,-58.4476,2.3655195053404046
8356,276  -  PRIMERA JUNTA,276  -  PRIMERA JUNTA,7480,-34.6204,-58.4412,-34.6204,-58.4412,0.0
8357,149  -  LIMA,150  -  RODRIGO BUENO,885,-34.6153,-58.3816,-34.6192,-58.3556,2.4184471449665885
8358,032  -  CATEDRAL,111  -  MACACHA GUEMES,354,-34.6072,-58.3735,-34.6048,-58.3639,0.9182459700755514
8359,179  -  CASA SAN,003  -  ADUANA,1829,-34.6385,-58.3643,-34.6112,-58.3696,3.0741145889353185
8361,099  -  MALABIA,243  -  PLAZOLETA CELEDONIO FLORES,1043,-34.5963,-58.4357,-34.5817,-58.4516,2.1803781668035613
8363,025  -  PLAZA GUEMES,033  -  FACULTAD DE MEDICINA,569,-34.5898,-58.4166,-34.5972,-58.3988,1.8253237177979635
8364,023  -  SUIPACHA,200  -  AUSTRIA Y FRENCH,1220,-34.6001,-58.3797,-34.5883,-58.4043,2.6061527222883956
8365,069  -  ECUADOR,144  -  PUEYRREDON,302,-34.5958,-58.4046,-34.6021,-58.4061,0.7138552681538013
8366,015  -  AMENABAR,015  -  AMENABAR,893,-34.5719,-58.4475,-34.5719,-58.4475,0.0
8367,097  -  AVELINO DIAZ,155  -  PARQUE JOSE EVARISTO URIBURU,503,-34.6353,-58.4275,-34.6381,-58.4112,1.5234112913940425
8368,274  -  GAVILAN,169  -  FACULTAD DE PSICOLOGIA,2187,-34.615,-58.4666,-34.6118,-58.4117,5.0366931104932045
8369,262  -  HOLMBERG,249  -  BALBIN,679,-34.5667,-58.4791,-34.5614,-58.4657,1.3612039428760807
8370,350  -  PLAZA IRLANDA,278  -  DONATO ALVAREZ,505,-34.6131,-58.4572,-34.6021,-58.4655,1.4398266743764823
8371,122  -  COSTA RICA,193  -  ARENALES Y AGUERO,758,-34.5916,-58.4204,-34.5909,-58.4061,1.3113088243310163
8372,075  -  PLAZA PRIMERO DE MAYO,093  -  CARLOS CALVO,661,-34.6123,-58.3989,-34.6207,-58.3944,1.0207852083079012
8373,045  -  URUGUAY,082  -  HOSPITAL ITALIANO,1429,-34.6022,-58.3866,-34.6074,-58.4262,3.6701560097182324
8374,066  -  BILLINGHURST,050  -  HOSPITAL RIVADAVIA,1503,-34.5947,-58.4139,-34.5836,-58.4012,1.6955718753810909
8375,033  -  FACULTAD DE MEDICINA,162  -  LARREA Y BARTOLOME MITRE,659,-34.5972,-58.3988,-34.609,-58.4019,1.3424262953026513
8376,004  -  PLAZA ROMA,004  -  PLAZA ROMA,3453,-34.6018,-58.3691,-34.6018,-58.3691,0.0
8377,216  -  EMILIO LAMARCA,133  -  BEIRO Y SEGUROLA,954,-34.6133,-58.4933,-34.6075,-58.5119,1.820297605850221
8378,069  -  ECUADOR,017  -  PLAZA ALMAGRO,622,-34.5958,-58.4046,-34.6064,-58.4185,1.734308092001819
8379,345  -  PLAZA MAFALDA,249  -  BALBIN,1063,-34.5809,-58.4446,-34.5614,-58.4657,2.904110710100321
8380,347  -  CARABOBO,394  -  AV. LA PLATA,1278,-34.626,-58.4553,-34.64408,-58.42212,3.6409910061339086
8381,017  -  PLAZA ALMAGRO,387  -  LUNA,2187,-34.6064,-58.4185,-34.63847,-58.3997,3.959273320194368
8382,099  -  MALABIA,352  -  SAN JOSE DE FLORES,3007,-34.5963,-58.4357,-34.6289,-58.4627,4.386983818238657
8383,107  -  HOSPITAL GARRAHAN,138  -  HOSPITAL BRITANICO,300,-34.6303,-58.3963,-34.6354,-58.3876,0.9773360168110731
8384,112  -  9 DE JULIO,061  -  MINISTERIO DE ECONOMIA,439,-34.6121,-58.3805,-34.6088,-58.3707,0.9690295608566992
8386,082  -  HOSPITAL ITALIANO,276  -  PRIMERA JUNTA,668,-34.6074,-58.4262,-34.6204,-58.4412,1.9934571041880729
8387,098  -  BENITO JUAREZ,098  -  BENITO JUAREZ,816,-34.619,-58.5047,-34.619,-58.5047,0.0
8388,336  -  LA PAMPA,313  -  DE LOS INCAS,660,-34.5656,-58.4555,-34.5816,-58.4747,2.5011001206212455
8389,103  -  MALBA,113  -  GUATEMALA,1847,-34.5771,-58.403,-34.5857,-58.4251,2.237843396149253
8390,097  -  AVELINO DIAZ,388  -  PLAZA JOSE C PAZ,1534,-34.6353,-58.4275,-34.64503,-58.40973,1.9527897684747304
8391,168  -  ESTADOS UNIDOS,144  -  PUEYRREDON,1263,-34.6185,-58.3815,-34.6021,-58.4061,2.8972340125485494
8392,242  -  PLAZOLETA RAFAEL DEL RIEGO,362  -  PARQUE DE LA MEMORIA,3237,-34.5674,-58.4464,-34.5429,-58.4351,2.914198647990591
8393,130  -  RETIRO II,079  -  AZUCENA VILLAFLOR,689,-34.5927,-58.375,-34.612,-58.3639,2.3743870040356714
8395,232  -  SUCRE Y MARTINEZ,258  -  PLAZA J.J. PASO,890,-34.5705,-58.4662,-34.5691,-58.4538,1.145989669098668
8396,058  -  MINISTRO CARRANZA,144  -  PUEYRREDON,1576,-34.5749,-58.4353,-34.6021,-58.4061,4.036405151814372
8397,007  -  OBELISCO,128  -  PARQUE DEL BAJO,374,-34.6058,-58.3807,-34.6052,-58.368,1.164249256101073
8398,147  -  CONSTITUCION,114  -  DELLA PAOLERA,3083,-34.6261,-58.3793,-34.5949,-58.3724,3.5262822707293235
8399,035  -  INGENIERO BUTTY,130  -  RETIRO II,198,-34.5962,-58.3718,-34.5927,-58.375,0.48709311543324285
8400,113  -  GUATEMALA,174  -  MINISTERIO DE EDUCACION,1233,-34.5857,-58.4251,-34.5972,-58.3918,3.3055709186608464
8401,025  -  PLAZA GUEMES,158  -  VILLARROEL,1198,-34.5898,-58.4166,-34.5925,-58.4452,2.6351549431285375
8403,009  -  PARQUE LAS HERAS,059  -  CORONEL DIAZ,222,-34.5855,-58.4077,-34.5902,-58.4116,0.6329189767378414
8405,009  -  PARQUE LAS HERAS,174  -  MINISTERIO DE EDUCACION,1011,-34.5855,-58.4077,-34.5972,-58.3918,1.952153444545085
8406,258  -  PLAZA J.J. PASO,255  -  BARRANCAS DE BELGRANO,4530,-34.5691,-58.4538,-34.5599,-58.4482,1.1443153953978533
8407,130  -  RETIRO II,147  -  CONSTITUCION,1733,-34.5927,-58.375,-34.6261,-58.3793,3.7347016143048997
8408,255  -  BARRANCAS DE BELGRANO,044  -  ECOPARQUE,4614,-34.5599,-58.4482,-34.5758,-58.4143,3.572220580813375
8409,152  -  JULIETA LANTERI,033  -  FACULTAD DE MEDICINA,1899,-34.6181,-58.36,-34.5972,-58.3988,4.243857710594828
8410,001  -  FACULTAD DE DERECHO,390  -  DE LOS OMBUES,1356,-34.5842,-58.3905,-34.56,-58.428,4.362313956668003
8411,331  -  CALIFORNIA,107  -  HOSPITAL GARRAHAN,937,-34.647,-58.3743,-34.6303,-58.3963,2.7384684764738743
8412,255  -  BARRANCAS DE BELGRANO,254  -  PLAZA RAFAEL HERNANDEZ,209,-34.5599,-58.4482,-34.5625,-58.4552,0.7031805055719894
8413,060  -  25 DE MAYO,079  -  AZUCENA VILLAFLOR,544,-34.6015,-58.3712,-34.612,-58.3639,1.3451872858663274
8414,160  -  GODOY CRUZ Y LIBERTADOR,239  -  AVENIDA CRAMER,1452,-34.5728,-58.4207,-34.558,-58.4673,4.573361783448921
8416,184  -  PEDRO ECHAGUE,373  -  JORGELINA DE SIMONE,275,-34.6307,-58.3912,-34.624,-58.3906,0.7470260101032333
8417,122  -  COSTA RICA,009  -  PARQUE LAS HERAS,602,-34.5916,-58.4204,-34.5855,-58.4077,1.3459764872473594
8418,205  -  SAN MARTIN,287  -  BELAUSTEGUI,1164,-34.6057,-58.4532,-34.6164,-58.4772,2.497946314656972
8419,147  -  CONSTITUCION,152  -  JULIETA LANTERI,807,-34.6261,-58.3793,-34.6181,-58.36,1.9774183785799115
8420,009  -  PARQUE LAS HERAS,059  -  CORONEL DIAZ,312,-34.5855,-58.4077,-34.5902,-58.4116,0.6329189767378414
8421,093  -  CARLOS CALVO,093  -  CARLOS CALVO,1506,-34.6207,-58.3944,-34.6207,-58.3944,0.0
8422,066  -  BILLINGHURST,070  -  ARAOZ,509,-34.5947,-58.4139,-34.5927,-58.4258,1.1117430015454524
8423,278  -  DONATO ALVAREZ,225  -  HOSPITAL TORNU,585,-34.6021,-58.4655,-34.5876,-58.474,1.7902359329352118
8424,335  -  GENERAL URQUIZA,001  -  FACULTAD DE DERECHO,1401,-34.5713,-58.4119,-34.5842,-58.3905,2.4281993739400516
8425,089  -  CABELLO,391  -  PLAZA REPUBLICA DE ECUADOR,1095,-34.5825,-58.4054,-34.56553,-58.41986,2.3050905983994427
8426,189  -  POSADAS,130  -  RETIRO II,344,-34.5885,-58.3855,-34.5927,-58.375,1.0686126283720514
8428,292  -  PLAZA BOLIVIA,255  -  BARRANCAS DE BELGRANO,1866,-34.5635,-58.4367,-34.5599,-58.4482,1.1265811494459703
8429,171  -  PASTEUR,282  -  TRONADOR,2192,-34.603,-58.3996,-34.5841,-58.4663,6.457007049474617
8431,111  -  MACACHA GUEMES,128  -  PARQUE DEL BAJO,165,-34.6048,-58.3639,-34.6052,-58.368,0.3778714245050138
8432,255  -  BARRANCAS DE BELGRANO,156  -  PLAZA ALEMANIA,1155,-34.5599,-58.4482,-34.5778,-58.4073,4.241001628512208
8433,056  -  PLAZA PALERMO VIEJO,118  -  MEXICO,1596,-34.5887,-58.4262,-34.6168,-58.4027,3.793302285320022
8434,160  -  GODOY CRUZ Y LIBERTADOR,160  -  GODOY CRUZ Y LIBERTADOR,2371,-34.5728,-58.4207,-34.5728,-58.4207,0.0
8435,266  -  PLAZA SABATTINI,215  -  HOSPITAL ALVAREZ,843,-34.6124,-58.4433,-34.6231,-58.4684,2.586741485259551
8436,147  -  CONSTITUCION,080  -  VALLE,3061,-34.6261,-58.3793,-34.6244,-58.4342,5.0269466725584495
8437,001  -  FACULTAD DE DERECHO,261  -  QUINTEROS LIDORO,1983,-34.5842,-58.3905,-34.5523,-58.4509,6.570220882140041
8438,164  -  FACULTAD DE INGENIERIA,060  -  25 DE MAYO,671,-34.6173,-58.3669,-34.6015,-58.3712,1.8004142187137129
8439,261  -  QUINTEROS LIDORO,014  -  PACIFICO,956,-34.5523,-58.4509,-34.5782,-58.4266,3.639376572881793
8440,190  -  JUNCAL,103  -  MALBA,779,-34.5852,-58.411,-34.5771,-58.403,1.160872390102196
8441,138  -  HOSPITAL BRITANICO,041  -  PARQUE PATRICIOS II,1022,-34.6354,-58.3876,-34.6374,-58.4057,1.6708075920413337
8442,003  -  ADUANA,128  -  PARQUE DEL BAJO,469,-34.6112,-58.3696,-34.6052,-58.368,0.6830500286207708
8443,222  -  SIMON BOLIVAR,052  -  CAMPANA II,2788,-34.6334,-58.4493,-34.583,-58.5131,8.093245915567188
8444,146  -  HOSPITAL FRANCES,187  -  JOSE MARIA MORENO,1053,-34.6222,-58.4077,-34.6202,-58.4356,2.5626634152464574
8445,136  -  ACEVEDO,158  -  VILLARROEL,399,-34.5998,-58.4428,-34.5925,-58.4452,0.8409238629877277
8446,345  -  PLAZA MAFALDA,263  -  PLAZA ECHEVERRIA,1653,-34.5809,-58.4446,-34.5717,-58.4897,4.253953605304049
8447,144  -  PUEYRREDON,130  -  RETIRO II,847,-34.6021,-58.4061,-34.5927,-58.375,3.032458172465872
8448,345  -  PLAZA MAFALDA,100  -  PLAZA GURRUCHAGA,1150,-34.5809,-58.4446,-34.5931,-58.4351,1.6113995784680166
8449,375  -  CIUDAD UNIVERSITARIA I,396  -  PLAZA ALBERTI,1392,-34.5446,-58.4396,-34.55571,-58.45789,2.081342203223496
8450,387  -  LUNA,387  -  LUNA,1191,-34.63847,-58.3997,-34.63847,-58.3997,0.0
8451,175  -  PLAZA MACKENNA,248  -  HUSARES,1382,-34.5436,-58.4771,-34.5524,-58.443,3.272782661137142
8452,162  -  LARREA Y BARTOLOME MITRE,036  -  MAIPU,1087,-34.609,-58.4019,-34.6046,-58.3766,2.3666088967091228
8453,199  -  ESTADOS UNIDOS Y BOEDO,079  -  AZUCENA VILLAFLOR,1516,-34.6224,-58.4158,-34.612,-58.3639,4.888112764054399
8454,147  -  CONSTITUCION,183  -  VIRREY CEVALLOS,834,-34.6261,-58.3793,-34.6156,-58.3897,1.506259891586134
8455,016  -  LEGISLATURA,163  -  ONCE II,1135,-34.6099,-58.375,-34.6088,-58.4061,2.848845568599801
8456,130  -  RETIRO II,063  -  RECONQUISTA,395,-34.5927,-58.375,-34.5985,-58.3728,0.6756380368974367
8457,260  -  SAN MIGUEL DE GARICOITS,313  -  DE LOS INCAS,469,-34.5772,-58.4576,-34.5816,-58.4747,1.6401974612708223
8458,071  -  CERRITO,163  -  ONCE II,622,-34.6026,-58.3838,-34.6088,-58.4061,2.1542401243926204
8459,373  -  JORGELINA DE SIMONE,373  -  JORGELINA DE SIMONE,737,-34.624,-58.3906,-34.624,-58.3906,0.0
8460,120  -  HOSPITAL RAMOS MEJIA,276  -  PRIMERA JUNTA,1340,-34.6175,-58.4092,-34.6204,-58.4412,2.9459481864929766
8461,132  -  CORRIENTES,128  -  PARQUE DEL BAJO,527,-34.6031,-58.3725,-34.6052,-58.368,0.4734487093646097
8462,007  -  OBELISCO,032  -  CATEDRAL,259,-34.6058,-58.3807,-34.6072,-58.3735,0.6770928751033793
8463,359  -  PLAZA BALCARCE,124  -  UGARTECHE,1946,-34.5475,-58.4678,-34.5807,-58.4125,6.2665519995320915
8464,184  -  PEDRO ECHAGUE,167  -  HIPOLITO YRIGOYEN,1918,-34.6307,-58.3912,-34.615,-58.4273,3.7362132710547202
8465,288  -  SECRETARIA DE DEPORTES,375  -  CIUDAD UNIVERSITARIA I,693,-34.5472,-58.4564,-34.5446,-58.4396,1.565606139520306
8466,259  -  PLAZA CASTELLI,106  -  MOSCONI Y CONSTITUYENTES,1295,-34.5679,-58.4642,-34.5809,-58.4936,3.0553547092492637
8467,249  -  BALBIN,175  -  PLAZA MACKENNA,784,-34.5614,-58.4657,-34.5436,-58.4771,2.2377423995269283
8468,297  -  TRONADOR Y GARCIA DEL RIO,262  -  HOLMBERG,1024,-34.5546,-58.4854,-34.5667,-58.4791,1.4639249086130348
8469,354  -  JOSE MARTI,302  -  ESTACION VILLA LURO,1333,-34.6438,-58.463,-34.637,-58.5014,3.593439184667372
8470,280  -  JURAMENTO,106  -  MOSCONI Y CONSTITUYENTES,527,-34.579,-58.4841,-34.5809,-58.4936,0.8950239916812827
8471,333  -  PARQUE DE LA ESTACION,076  -  AYACUCHO,853,-34.608,-58.4118,-34.607,-58.395,1.541556972717584
8472,110  -  PLAZA CD DE BANFF,298  -  PLAZA DR. JUAN B. TERAN,377,-34.6281,-58.5217,-34.6216,-58.5198,0.7433819887272632
8473,085  -  AGUERO,082  -  HOSPITAL ITALIANO,672,-34.5945,-58.4089,-34.6074,-58.4262,2.1365356168411753
8474,021  -  PARQUE PATRICIOS,021  -  PARQUE PATRICIOS,104,-34.6403,-58.4065,-34.6403,-58.4065,0.0
8475,087  -  GUAYAQUIL,347  -  CARABOBO,567,-34.6198,-58.4313,-34.626,-58.4553,2.3017499095809413
8476,130  -  RETIRO II,193  -  ARENALES Y AGUERO,852,-34.5927,-58.375,-34.5909,-58.4061,2.8538474001630725
8477,257  -  PLAZA FRANCISCO RAMIREZ,264  -  PLAZA MARCOS SASTRE,1073,-34.5531,-58.4689,-34.5711,-58.4809,2.2833079390179645
8478,035  -  INGENIERO BUTTY,147  -  CONSTITUCION,1582,-34.5962,-58.3718,-34.6261,-58.3793,3.3948380138604715
8479,371  -  PASEO DE LAS AMERICAS,245  -  COSTANERA NORTE,3542,-34.553,-58.4352,-34.5645,-58.4022,3.2813591827835094
8480,124  -  UGARTECHE,012  -  PLAZA VICENTE LOPEZ,1065,-34.5807,-58.4125,-34.5928,-58.3888,2.5529019124481205
8481,243  -  PLAZOLETA CELEDONIO FLORES,325  -  MEDRANO,1662,-34.5817,-58.4516,-34.6094,-58.4215,4.132542619230755
8482,290  -  CLUB EXCURSIONISTAS,251  -  SOLAR DE LA ABADIA,936,-34.5581,-58.4433,-34.5675,-58.437,1.1938637437015895
8483,079  -  AZUCENA VILLAFLOR,061  -  MINISTERIO DE ECONOMIA,426,-34.612,-58.3639,-34.6088,-58.3707,0.7168600422592697
8485,387  -  LUNA,168  -  ESTADOS UNIDOS,1848,-34.63847,-58.3997,-34.6185,-58.3815,2.7755994051200528
8486,121  -  YATAY,345  -  PLAZA MAFALDA,1370,-34.6008,-58.4283,-34.5809,-58.4446,2.668837711260702
8487,066  -  BILLINGHURST,064  -  RIOBAMBA,915,-34.5947,-58.4139,-34.594,-58.3945,1.7774804505059152
8488,276  -  PRIMERA JUNTA,158  -  VILLARROEL,1488,-34.6204,-58.4412,-34.5925,-58.4452,3.1238634368656473
8489,080  -  VALLE,080  -  VALLE,127,-34.6244,-58.4342,-34.6244,-58.4342,0.0
8490,104  -  FEDERICO LACROZE,136  -  ACEVEDO,481,-34.5876,-58.4551,-34.5998,-58.4428,1.7629310055413152
8492,130  -  RETIRO II,178  -  JOSE MARMOL,2610,-34.5927,-58.375,-34.6234,-58.4249,5.701684811258999
8493,116  -  HOSPITAL ALEMAN,066  -  BILLINGHURST,691,-34.5921,-58.4028,-34.5947,-58.4139,1.0563789079331967
8494,240  -  ECHEVERRIA,289  -  MONTANESES,964,-34.5653,-58.4594,-34.5514,-58.4541,1.6200210175336347
8495,065  -  JULIAN ALVAREZ,197  -  PLAZA CIUDAD DE UDINE,2733,-34.5873,-58.416,-34.621,-58.493,7.981675815555577
8497,207  -  PLAZA ARENALES,203  -  BEIRO,204,-34.6001,-58.5117,-34.6007,-58.5034,0.7626076044613395
8498,161  -  HUMAHUACA,178  -  JOSE MARMOL,1064,-34.6021,-58.4195,-34.6234,-58.4249,2.4194579873817674
8499,334  -  CENTRO DE EXPOSICIONES,116  -  HOSPITAL ALEMAN,993,-34.5841,-58.3907,-34.5921,-58.4028,1.4206387985401225
8500,064  -  RIOBAMBA,193  -  ARENALES Y AGUERO,548,-34.594,-58.3945,-34.5909,-58.4061,1.1163780755447674
8501,103  -  MALBA,030  -  PENA,794,-34.5771,-58.403,-34.5906,-58.3974,1.5862584327913452
8502,010  -  MADERO UCA,128  -  PARQUE DEL BAJO,510,-34.617,-58.3658,-34.6052,-58.368,1.3274573208404736
8503,160  -  GODOY CRUZ Y LIBERTADOR,124  -  UGARTECHE,468,-34.5728,-58.4207,-34.5807,-58.4125,1.1555405394098477
8504,008  -  CONGRESO,130  -  RETIRO II,665,-34.6101,-58.3891,-34.5927,-58.375,2.3257020691907972
8505,183  -  VIRREY CEVALLOS,184  -  PEDRO ECHAGUE,3154,-34.6156,-58.3897,-34.6307,-58.3912,1.6846440393037185
8506,182  -  RAVIGNANI Y GUATEMALA,101  -  FITZ ROY,511,-34.5781,-58.4351,-34.5891,-58.4423,1.3894394171017626
8507,274  -  GAVILAN,352  -  SAN JOSE DE FLORES,646,-34.615,-58.4666,-34.6289,-58.4627,1.5862732462506226
8508,251  -  SOLAR DE LA ABADIA,014  -  PACIFICO,678,-34.5675,-58.437,-34.5782,-58.4266,1.5239064387748538
8509,105  -  PARQUE SAAVEDRA,295  -  SUPERI,603,-34.5521,-58.4805,-34.5554,-58.4767,0.5057201669302394
8511,161  -  HUMAHUACA,190  -  JUNCAL,775,-34.6021,-58.4195,-34.5852,-58.411,2.0338969276477394
8512,010  -  MADERO UCA,273  -  PLAZOLETA COLOMBIA,899,-34.617,-58.3658,-34.6377,-58.3737,2.4125667216625457
8513,111  -  MACACHA GUEMES,152  -  JULIETA LANTERI,556,-34.6048,-58.3639,-34.6181,-58.36,1.521351198684581
8514,144  -  PUEYRREDON,124  -  UGARTECHE,981,-34.6021,-58.4061,-34.5807,-58.4125,2.4506270463340036
8515,219  -  PARQUE CHACABUCO II,049  -  33 ORIENTALES,1054,-34.6363,-58.4439,-34.6288,-58.4223,2.1450003315655968
8516,059  -  CORONEL DIAZ,030  -  PENA,930,-34.5902,-58.4116,-34.5906,-58.3974,1.3006169022120335
8517,054  -  ACUNA DE FIGUEROA,190  -  JUNCAL,731,-34.5982,-58.4219,-34.5852,-58.411,1.7564442148833173
8519,066  -  BILLINGHURST,064  -  RIOBAMBA,1209,-34.5947,-58.4139,-34.594,-58.3945,1.7774804505059152
8520,254  -  PLAZA RAFAEL HERNANDEZ,255  -  BARRANCAS DE BELGRANO,4060,-34.5625,-58.4552,-34.5599,-58.4482,0.7031805055719894
8521,163  -  ONCE II,086  -  SAAVEDRA,547,-34.6088,-58.4061,-34.6213,-58.4018,1.4445647132935584
8522,064  -  RIOBAMBA,051  -  TUCUMAN,662,-34.594,-58.3945,-34.6014,-58.3819,1.4167400880799457
8523,007  -  OBELISCO,007  -  OBELISCO,1792,-34.6058,-58.3807,-34.6058,-58.3807,0.0
8524,023  -  SUIPACHA,057  -  BELGRANO,687,-34.6001,-58.3797,-34.6134,-58.3707,1.6928050289265735
8525,164  -  FACULTAD DE INGENIERIA,080  -  VALLE,1866,-34.6173,-58.3669,-34.6244,-58.4342,6.208725908705186
8526,014  -  PACIFICO,014  -  PACIFICO,2622,-34.5782,-58.4266,-34.5782,-58.4266,0.0
8527,027  -  MONTEVIDEO,075  -  PLAZA PRIMERO DE MAYO,751,-34.5994,-58.3897,-34.6123,-58.3989,1.6632844997512026
8528,041  -  PARQUE PATRICIOS II,184  -  PEDRO ECHAGUE,515,-34.6374,-58.4057,-34.6307,-58.3912,1.521497647170823
8529,063  -  RECONQUISTA,027  -  MONTEVIDEO,722,-34.5985,-58.3728,-34.5994,-58.3897,1.5500865604199625
8531,373  -  JORGELINA DE SIMONE,334  -  CENTRO DE EXPOSICIONES,1196,-34.624,-58.3906,-34.5841,-58.3907,4.436687013353081
8532,384  -  PLAZA BENITO NAZAR,129  -  VELASCO,367,-34.6048,-58.4463,-34.6002,-58.4349,1.1620244864958176
8533,359  -  PLAZA BALCARCE,044  -  ECOPARQUE,1490,-34.5475,-58.4678,-34.5758,-58.4143,5.822631628661254
8534,256  -  PLAZA NORUEGA,015  -  AMENABAR,447,-34.5622,-58.4594,-34.5719,-58.4475,1.5331778963653004
8536,014  -  PACIFICO,064  -  RIOBAMBA,11406,-34.5782,-58.4266,-34.594,-58.3945,3.423705208587354
8537,156  -  PLAZA ALEMANIA,163  -  ONCE II,1249,-34.5778,-58.4073,-34.6088,-58.4061,3.4487924082181745
8538,113  -  GUATEMALA,116  -  HOSPITAL ALEMAN,1058,-34.5857,-58.4251,-34.5921,-58.4028,2.161849646628555
8539,249  -  BALBIN,396  -  PLAZA ALBERTI,353,-34.5614,-58.4657,-34.55571,-58.45789,0.9548883633656771
8540,091  -  PASCO,075  -  PLAZA PRIMERO DE MAYO,496,-34.6174,-58.3976,-34.6123,-58.3989,0.5794382017265346
8541,191  -  RIVADAVIA Y 9 DE JULIO,032  -  CATEDRAL,375,-34.6084,-58.3808,-34.6072,-58.3735,0.6812905332801673
8542,005  -  PLAZA ITALIA,044  -  ECOPARQUE,232,-34.5808,-58.4204,-34.5758,-58.4143,0.7880334901238665
8543,097  -  AVELINO DIAZ,219  -  PARQUE CHACABUCO II,513,-34.6353,-58.4275,-34.6363,-58.4439,1.5045361674524567
8544,044  -  ECOPARQUE,044  -  ECOPARQUE,6731,-34.5758,-58.4143,-34.5758,-58.4143,0.0
8545,018  -  INDEPENDENCIA,008  -  CONGRESO,554,-34.6176,-58.3803,-34.6101,-58.3891,1.1593223812236744
8546,147  -  CONSTITUCION,244  -  UADE,404,-34.6261,-58.3793,-34.6171,-58.3815,1.0208012394237462
8547,076  -  AYACUCHO,027  -  MONTEVIDEO,551,-34.607,-58.395,-34.5994,-58.3897,0.9744064817001393
8548,121  -  YATAY,094  -  GUZMAN,985,-34.6008,-58.4283,-34.5917,-58.4497,2.2047192376195452
8550,309  -  UTN II,369  -  PLAZA LARRAZABAL,2181,-34.6605,-58.4676,-34.6428,-58.5126,4.562555181522947
